gene_id	log2_fold_change	p_value	fdr
YGR233C	-0.874174018725372	0.0965494556932754	0.551656450978338
YDR496C	0.341925694956711	0.0966266325860467	0.551656450978338
YOL096C	0.821994984086642	0.0967473506664306	0.551656450978338
YOL065C	-0.867655228941798	0.0977042058813269	0.553010234300682
YMR122W-A	0.710366554024742	0.0978136856136017	0.553010234300682
YGL202W	-0.336513254662367	0.0978813600635933	0.553010234300682
YMR149W	0.589679851512432	0.0981249430947391	0.553010234300682
YLR223C	0.657062111509381	0.0981920653796605	0.553010234300682
YJR051W	0.658826905505522	0.0983293964890652	0.553010234300682
YJR016C	-0.26789003697411	0.0985172626426394	0.553010234300682
YOR057W	0.930522399371531	0.099394642075507	0.556698150516033
YJL050W	-0.355774695286687	0.0997813790193093	0.557627795138883
YKL009W	0.482244793782853	0.100483558324197	0.560312292112411
YDR023W	0.276269109091355	0.100784671463211	0.560753480431873
YOR187W	0.429248766130946	0.101357136357512	0.562699178986976
YOR175C	0.419980242559015	0.102368222009509	0.564588698112337
YMR186W	-0.181765490497763	0.102505709124061	0.564588698112337
YDR337W	0.737645346314429	0.102525497582752	0.564588698112337
YPL101W	0.659078879598163	0.102591533029914	0.564588698112337
YFR031C	0.548493429373681	0.103100355440575	0.56589762457915
YGR090W	0.497446809632092	0.103277436631428	0.56589762457915
YIL128W	0.665141786142457	0.103512894789901	0.565960113072057
YOR321W	-0.897507611392498	0.104136497910177	0.566157879177625
YER077C	0.822682472110082	0.104184890861884	0.566157879177625
YLR060W	-0.286751942449596	0.104286248195249	0.566157879177625
YGR061C	-0.270162414459079	0.104445594495951	0.566157879177625
YNL035C	-0.891095505882332	0.105105297378984	0.566751818671048
YML085C	0.431641374054203	0.105136640911119	0.566751818671048
YJL210W	-0.890550417630883	0.105228267203769	0.566751818671048
YOR261C	-0.224656398242846	0.106255228890028	0.571065336545128
YGL100W	-0.615033500916073	0.106746296180808	0.571652227624647
YKL021C	0.496436104155111	0.10697763556811	0.571652227624647
YGL172W	-0.654066042051816	0.107117584281234	0.571652227624647
YIL137C	-0.551023519212711	0.107332590166745	0.571652227624647
YPL010W	0.466988306510149	0.107495965210494	0.571652227624647
YGR003W	0.756611832303069	0.108444329982652	0.575255582177066
YKL039W	-0.659738185580668	0.108629023237712	0.575255582177066
YOL122C	0.663419320903357	0.109584150393945	0.57602114217628
YDR333C	0.591337125248511	0.109785370136089	0.57602114217628
YPL106C	-0.236497321785395	0.109946186494683	0.57602114217628
YDR339C	0.819209281622779	0.110028758773914	0.57602114217628
YNL217W	-0.570840178808521	0.110176618214412	0.57602114217628
YKL040C	0.663507201279549	0.110758902752658	0.57602114217628
YDR056C	0.606848306143791	0.110879269506458	0.57602114217628
YOR296W	0.669286078201981	0.110888403733718	0.57602114217628
YKL045W	-0.727523033409432	0.111020750395827	0.57602114217628
YNL073W	0.974495880552374	0.111263886052031	0.57602114217628
YDL003W	0.849003990846151	0.111281994212995	0.57602114217628
YLR378C	-0.403144123125817	0.112137497437258	0.578851237969675
YER133W	0.343083225885265	0.112287057246691	0.578851237969675
YHR079C	-0.650883023238551	0.112863718663721	0.579515536626354
YMR242C	-0.19756682972638	0.113284581371604	0.579515536626354
YHR008C	0.617073157527144	0.113349137974587	0.579515536626354
YML080W	0.677088527512182	0.113509400413965	0.579515536626354
YEL007W	0.739014882724322	0.113738585255304	0.579515536626354
YOR119C	0.600804596098823	0.113792441079442	0.579515536626354
YKL018W	0.968460847620638	0.114061445701746	0.579716724029395
YKL210W	0.259559782131566	0.114634964654279	0.581461688186162
YMR143W	0.351787444180982	0.115175269687465	0.583007130125836
YOR128C	-0.379124170085789	0.115595091263554	0.583007130125836
YER009W	-0.284043612461705	0.115632055500017	0.583007130125836
YFL033C	0.685401059219269	0.116540802342455	0.585462531801926
YGR284C	0.606536484268972	0.116582602334271	0.585462531801926
snR67	0.538731915828893	0.117017846379352	0.586482301496516
YBL032W	0.474293640011303	0.117420171373243	0.58650746596721
YLR100W	0.340462485299536	0.117774405493807	0.58650746596721
YGL014W	-0.569943942078545	0.118203860624219	0.58650746596721
YKR080W	0.485565111408815	0.118229161032072	0.58650746596721
YLL011W	0.57161913778481	0.118280458676546	0.58650746596721
YPL078C	0.454279136686724	0.118472414581183	0.58650746596721
YJR137C	-0.578940175972203	0.118648184920524	0.58650746596721
YCL028W	-0.765753326341725	0.119863787589443	0.589893189339795
YDL126C	-0.234398659403686	0.120067505774127	0.589893189339795
YBR087W	0.682676393648321	0.120205916345185	0.589893189339795
YMR012W	0.325193233865413	0.120267217937448	0.589893189339795
YLR114C	-0.491996351380814	0.120881188679955	0.591755586444894
YLR295C	-0.674419682671041	0.121737793583608	0.593837472440354
YKL143W	0.538091882385801	0.121776647159186	0.593837472440354
snR24	-0.520688159684739	0.12250633593932	0.596244710178656
YDL095W	-0.339669442114503	0.123243635713507	0.598679661177534
YGR132C	0.777069584594712	0.123542909444714	0.598981553277057
YPL091W	-0.342260918952468	0.124010390124248	0.599033837129154
YOR014W	-0.456718633330149	0.124027987655799	0.599033837129154
YNL004W	-0.528830667552402	0.12443138651603	0.599767065932025
YDL128W	-0.586375025243024	0.124870220348557	0.599767065932025
YOR002W	-0.493430474805773	0.124892112700018	0.599767065932025
YLL045C	-0.188946070204384	0.125560479777016	0.601552211088514
YDR390C	0.553293226836206	0.125740129633704	0.601552211088514
YFL010C	0.69345705433753	0.126394934655363	0.603541786274945
YDL022W	0.57545247535134	0.127053227800946	0.604181091283258
YLR301W	0.555003141290717	0.127139762773667	0.604181091283258
YHR005C	-0.316653091998666	0.127246373936141	0.604181091283258
YDR224C	0.266921381029734	0.127750138470234	0.604296773049615
YOR304W	0.517439337924909	0.127840782945998	0.604296773049615
YPR043W	-0.253434407626412	0.128231882532856	0.604296773049615
YFR024C-A	-0.414153373584585	0.128305624032047	0.604296773049615
YMR230W	-0.281651806182091	0.128466891182757	0.604296773049615
YIR008C	0.695050988518598	0.128853064354636	0.604986692490352
YKL182W	-0.186725730111016	0.129401541285598	0.606434681423784
YEL013W	-0.518946487170629	0.131156771298346	0.613522230184483
YGL167C	-0.444598767585923	0.131661259070817	0.61360008245945
YLR432W	-0.412574700691763	0.131787121399122	0.61360008245945
YBR010W	0.30958800600794	0.132055937782992	0.61360008245945
YJL171C	-0.803145178288882	0.132362402264275	0.61360008245945
YOR160W	-0.679667181648556	0.132387982953444	0.61360008245945
YML046W	-0.528932402471578	0.133472694256631	0.617467021978819
YIL093C	-0.672091795350987	0.133860480231196	0.617467021978819
YDR127W	0.32979900652375	0.133955632638319	0.617467021978819
YOR196C	-0.687372223539512	0.135175625906967	0.621225524845503
YHR137W	-0.525691383160002	0.135281314845306	0.621225524845503
YOR322C	-0.590085805053429	0.135748095435782	0.621225524845503
YJR001W	-0.405505684582634	0.135754746522058	0.621225524845503
YDR516C	0.542191300278466	0.136625054538283	0.624077554726408
YPL058C	0.480204847641699	0.136949247068355	0.624429238438025
YDR385W	-0.366107455030834	0.137419009351927	0.625442193915257
YML053C	1.08015253850244	0.138143818545419	0.62549991244601
YER016W	0.911903281940864	0.138488145983764	0.62549991244601
YLR167W	-0.154571724934513	0.138696498703529	0.62549991244601
YPR108W	0.49206236324072	0.138849460790816	0.62549991244601
YDL019C	-0.531599638237439	0.138930749537557	0.62549991244601
YBR172C	-0.519524012244908	0.138954799193151	0.62549991244601
YNL021W	0.796601209745932	0.139369531568309	0.62549991244601
YMR235C	-0.329044656910943	0.139686084431024	0.62549991244601
YDR233C	0.300775028820424	0.139836763181698	0.62549991244601
YOL120C	-0.160695230853476	0.139907937661123	0.62549991244601
YML081W	-0.494216904309379	0.14045517469088	0.626837051712303
YGR098C	0.541138372654163	0.142359325127284	0.630358756204904
YBR003W	0.792394445344247	0.142502403151276	0.630358756204904
YHR120W	0.792394445344247	0.142502403151276	0.630358756204904
YCL034W	-0.449456182686475	0.142691943014084	0.630358756204904
YMR032W	0.795902663914155	0.142702160144352	0.630358756204904
YHL035C	-0.695695358874838	0.142741571080445	0.630358756204904
YDR351W	0.799847681096776	0.143944231297556	0.634560433259384
YLR115W	-0.695429349250437	0.144624387987713	0.636448090691574
YPL243W	-0.352623485316876	0.145470753312718	0.638441462514785
YDR032C	0.481361311686372	0.145668022381744	0.638441462514785
YPL195W	-0.434721309284028	0.145835599315531	0.638441462514785
YBR015C	-0.481528839355614	0.146420839993569	0.639767266511176
YPL112C	0.639302290350364	0.146787082390463	0.639767266511176
YOR243C	-0.287890110462635	0.146937258417929	0.639767266511176
YMR295C	-0.534092283804596	0.147151536754946	0.639767266511176
YDR394W	0.363539041828271	0.147943784645385	0.640754380184185
YGR086C	0.263628877040523	0.148006071261459	0.640754380184185
YDR298C	0.340253457374337	0.148139571665702	0.640754380184185
YIL041W	-0.391267733107777	0.148534927934118	0.641366201643729
YDL182W	-0.326282354614015	0.149416568307839	0.644072101613653
YHR068W	-0.297196326299694	0.149689732181817	0.644150363698927
YLR359W	-0.191804989953245	0.150171452575485	0.645124301370195
YKL117W	-0.287031201195575	0.150546119054997	0.645279316037174
YIL009W	-0.488801370859393	0.150718446738691	0.645279316037174
YOR007C	-0.223727352493058	0.151681559360059	0.648303923762281
YML086C	-0.464684783941741	0.152017895748584	0.648467731991557
YNL022C	0.575200690954039	0.15223331950554	0.648467731991557
YMR100W	-0.603548016631333	0.153494786960764	0.652740457681632
YCL025C	-0.70015234810767	0.154054408986631	0.654019222017194
YDR240C	-0.603266275662962	0.155425638528928	0.656554809508693
YLR195C	0.568689256707925	0.155581789950476	0.656554809508693
YMR178W	-0.70715093643312	0.155742289440378	0.656554809508693
YOR099W	-0.233213501330294	0.156179285228703	0.656554809508693
YJL186W	0.382795106462607	0.156202607846088	0.656554809508693
YJR085C	0.958997190065391	0.156355811267279	0.656554809508693
YDR146C	0.650196545616403	0.15647109870318	0.656554809508693
YNL062C	0.537297953784807	0.157245390657389	0.657910556791155
YIL053W	-0.18930072043103	0.157315113341986	0.657910556791155
YGL029W	0.723135744036218	0.158019693178424	0.659764867716859
YPL082C	-0.390054195891427	0.15880967937095	0.660626047217585
YLR057W	0.652005539432674	0.158935683286349	0.660626047217585
YKL104C	-0.360207138839619	0.159052552417959	0.660626047217585
YLR286C	0.294081808186292	0.159272075516829	0.660626047217585
YMR006C	0.391705241352082	0.161938710781222	0.669888633001412
YDL070W	0.306643386353364	0.162772386361095	0.669888633001412
YNL255C	-0.172150377556966	0.162988043204538	0.669888633001412
YNL166C	-0.684033605620931	0.163209563560672	0.669888633001412
YBR059C	-0.451912981887661	0.163224997169272	0.669888633001412
YBL079W	0.373298222974245	0.163230145915247	0.669888633001412
YBR118W	0.191535054056843	0.163361598546663	0.669888633001412
YPR105C	0.389912485994485	0.163764270023882	0.670451452318196
YKL067W	-0.420401409509759	0.164172235345312	0.670661663065379
YLR321C	0.584793288874293	0.164346622896861	0.670661663065379
YBR034C	-0.32542935576988	0.16481533338321	0.671020091371471
YDL136W	-0.261001016920938	0.164965746928616	0.671020091371471
YJL005W	0.477134175586598	0.165695679164949	0.672544596973968
YBL017C	-0.324030140561932	0.165992021595046	0.672544596973968
YJL201W	-0.608731786903048	0.166139282862928	0.672544596973968
YLR441C	-0.159745585051962	0.166602115717721	0.672679589829019
YJL068C	0.591841220828299	0.166705234850739	0.672679589829019
YDR432W	-0.43208943792571	0.16758043049665	0.674917896518508
YOR153W	-0.268365185244503	0.16788025529204	0.674917896518508
YDL124W	-0.366770433818674	0.168309281419681	0.674917896518508
YNL008C	0.478667518434826	0.168426253483091	0.674917896518508
YPL085W	0.541528299540553	0.168694932687544	0.674917896518508
YGL094C	-0.485142058389188	0.169094459956736	0.674917896518508
YNL248C	-0.37745645969331	0.16935364561543	0.674917896518508
YEL058W	-0.360166309060574	0.169397445127765	0.674917896518508
YGR125W	0.589806191869683	0.170292947605591	0.677417300238935
YAL044C	0.421405139142032	0.170628644557606	0.677685465648604
YOL004W	-0.393591969542237	0.171143264640507	0.678662302169421
YPL217C	-0.340203200233993	0.171477640400959	0.678922444596902
YDR408C	0.493348899817368	0.173018482157306	0.682348983163937
YFR033C	-0.537128055204631	0.173082349700566	0.682348983163937
YFL018C	-0.418210819106364	0.173153483059416	0.682348983163937
YCR035C	0.425992490134876	0.174244879806807	0.685580321482859
YJR075W	-0.427056359505371	0.175188108779828	0.686606618052997
YGR285C	-0.20340387529486	0.175295820293441	0.686606618052997
YDL030W	0.856709790638925	0.175552591017899	0.686606618052997
YPR069C	-0.377100516198324	0.175806370126232	0.686606618052997
YPR190C	-0.485650114629253	0.175864798844136	0.686606618052997
YML075C	-0.480998366127162	0.17661705779894	0.686720790603303
YMR297W	-0.2340783309094	0.176981178475202	0.686720790603303
YHR072W	-0.457689650157299	0.177345464258518	0.686720790603303
YFR037C	-0.387270671406998	0.177462161983885	0.686720790603303
YPR019W	-0.487199260215672	0.177899427047819	0.686720790603303
YGR005C	0.746937692932504	0.178356991690565	0.686720790603303
YBR142W	0.374921643194158	0.179013709360432	0.686720790603303
YDR369C	0.739147580371571	0.179092125514305	0.686720790603303
YHR031C	-0.618745980671409	0.179116351777532	0.686720790603303
YBL087C	-0.192603514971453	0.179351014468187	0.686720790603303
YDL143W	0.235689430636789	0.179462426190094	0.686720790603303
YIL034C	0.663668720915125	0.179493561781634	0.686720790603303
YML052W	0.467848669922966	0.179566690468512	0.686720790603303
YJL140W	0.455969953609117	0.179952596900421	0.686720790603303
YER136W	-0.41110736829546	0.179971956998965	0.686720790603303
YML097C	0.661669358013049	0.180247273122905	0.686733954613059
YIL047C	-0.336940436335629	0.181142432824878	0.688216322020259
YLR448W	-0.235084173608645	0.181872815447483	0.688216322020259
YBR244W	-0.5415942850074	0.182216347602044	0.688216322020259
YLR017W	0.503483883575194	0.182355446301518	0.688216322020259
YDR388W	0.410047683501833	0.182510195345763	0.688216322020259
YNL090W	0.542147422670774	0.182591739186415	0.688216322020259
YLL043W	-0.485126844196999	0.182768278093605	0.688216322020259
YEL071W	-0.314328948300044	0.182999601429167	0.688216322020259
YNL306W	0.600284773672851	0.183669308315421	0.688216322020259
YEL032W	-0.455474732922897	0.184138769037222	0.688216322020259
YMR011W	-0.26776783608317	0.184243838879837	0.688216322020259
YDL125C	0.749162694286295	0.184528848033079	0.688216322020259
YGL026C	0.30115818995027	0.184565242462845	0.688216322020259
YPR113W	-0.420883786538092	0.184625036830374	0.688216322020259
YLR248W	0.502250004844622	0.184723145815414	0.688216322020259
YML130C	-0.379262503200013	0.185144523500956	0.688770348105177
YCL057W	-0.33739534174242	0.187908177641484	0.698023612827041
YMR218C	0.543193506125307	0.188363858879075	0.698688850996394
YJL026W	0.253971489489413	0.18901298492046	0.699174246071892
YIL022W	0.507088555998855	0.18915091020472	0.699174246071892
YLR409C	-0.332292143449645	0.190088594430791	0.699174246071892
YPL075W	0.504762667481454	0.190203541493682	0.699174246071892
YHL017W	0.447961416227426	0.190326101639501	0.699174246071892
YNL251C	0.482251062601184	0.190959381049069	0.699174246071892
YDR044W	0.511321844656263	0.191374701711637	0.699174246071892
YPL050C	0.452464171350099	0.191527884125122	0.699174246071892
YKL205W	-0.412735195687654	0.19168500126353	0.699174246071892
YNL262W	0.479910548680947	0.191967497880913	0.699174246071892
YDR297W	-0.354289745608053	0.192144561402153	0.699174246071892
YLR419W	0.545059434218747	0.19216309291543	0.699174246071892
YLR048W	-0.199098015259173	0.192259125396505	0.699174246071892
YPL231W	-0.178005622727259	0.192506294407902	0.699174246071892
YER013W	-0.537941591696097	0.192738747818387	0.699174246071892
YAL023C	-0.292861746529446	0.192923376687296	0.699174246071892
YGR192C	-0.131155463724957	0.194066989521658	0.70231119703683
YPR009W	0.892266944446463	0.194744947911481	0.703352292411661
YGR157W	-0.276851896225304	0.194911561634269	0.703352292411661
YBR146W	-0.487717592433375	0.195925186231168	0.704763783030649
YLR452C	0.381957823680026	0.195969202163623	0.704763783030649
YDL157C	0.763723030340657	0.196494484073076	0.704763783030649
YOR211C	0.763723030340657	0.196494484073076	0.704763783030649
YHR072W-A	0.448001654304912	0.196725453441464	0.704763783030649
YML070W	0.671885419384133	0.19730941890162	0.704763783030649
YNL310C	0.603653364654776	0.197507526812138	0.704763783030649
YLR270W	-0.547184326610813	0.197972374674003	0.704763783030649
YMR058W	-0.335890538234602	0.198256330985856	0.704763783030649
snR4	0.766997149492329	0.198375874366454	0.704763783030649
YBR177C	-0.443942096829929	0.198406061206619	0.704763783030649
YER117W	-0.173926493411147	0.198650757528829	0.704763783030649
YMR015C	-0.398530285992857	0.199354639042672	0.705597359243287
YMR092C	0.351215090920692	0.199444384204159	0.705597359243287
YKL215C	-0.721882855728125	0.200346261427992	0.707085807269318
YER048W-A	0.679460165252859	0.200566797952255	0.707085807269318
YPL226W	-0.200792327813029	0.200737930972168	0.707085807269318
YDR371W	0.86439524843126	0.201243617305412	0.707085807269318
YDR283C	0.509661144167054	0.201730965513835	0.707085807269318
YDL132W	-0.421607366324157	0.201802225821419	0.707085807269318
YOR369C	-0.145214531831628	0.201824571275209	0.707085807269318
YHR025W	-0.337720913473432	0.202493160476339	0.708445600226083
YGL201C	-0.488650334844757	0.203060747109594	0.708843600439243
YNL126W	0.551802970386306	0.20316815784561	0.708843600439243
YKL127W	-0.482156306114839	0.203561051143817	0.709234779571424
YOR341W	-0.185553505271074	0.204241590262549	0.709602921286764
YCR004C	-0.398128901144281	0.20438682342171	0.709602921286764
YKL007W	0.452941318091356	0.20471463469989	0.709602921286764
YMR089C	0.425012605329527	0.204948235934516	0.709602921286764
YBR078W	0.182729116903571	0.205512871830245	0.709602921286764
YDR422C	-0.544903266424084	0.205721798719288	0.709602921286764
YOL076W	-0.414874418886416	0.206266570769173	0.709602921286764
YPR089W	0.528753068004302	0.20662408220499	0.709602921286764
YCR042C	0.381033133911849	0.20683290300621	0.709602921286764
YJL154C	0.368982668464338	0.20695849658607	0.709602921286764
YGL244W	0.512015194576035	0.207027056148036	0.709602921286764
YER176W	0.457213805894375	0.207037748609796	0.709602921286764
YCR008W	0.548133229057073	0.208860763165927	0.714881148722402
YLR096W	0.503506744798928	0.209233689631058	0.715188497981127
YDL185W	-0.170203584098382	0.211170577589633	0.720833620258666
YLL031C	0.47099117668869	0.211773316038012	0.721892104585079
YOL130W	-0.440270397867035	0.212052233413353	0.721892104585079
YHR114W	0.470236157935042	0.212566341661205	0.722668343251955
YLR028C	0.275242336707852	0.213086322296238	0.723362933618951
YPR021C	0.469776583287378	0.213364424023816	0.723362933618951
YJR007W	-0.204758461640748	0.213856800418109	0.723362933618951
YPR095C	-0.545074947300348	0.213916116949072	0.723362933618951
YDL141W	-0.761772071522991	0.214707811310219	0.723517785592967
YOR371C	-0.761772071522991	0.214707811310219	0.723517785592967
YBR191W	0.179819435337452	0.214957430663243	0.723517785592967
YNL212W	0.414637363205588	0.215107623507648	0.723517785592967
YMR214W	-0.481710286216754	0.215498114906201	0.723718956823508
YBR058C	0.452546946966016	0.215740449124347	0.723718956823508
YJL081C	-0.486701948087945	0.216621511432234	0.725710792941408
YKL109W	0.50345061324347	0.217518589791521	0.726821620680992
YLR266C	-0.483131756712196	0.217816297250796	0.726821620680992
YIR037W	-0.483131756712196	0.217816297250796	0.726821620680992
YDR321W	-0.362239644308579	0.21823975069649	0.72727389216271
YDR294C	-0.438453247021499	0.218958641379722	0.728682448420829
YNL080C	0.690880567527145	0.219318733042127	0.728682448420829
YKL174C	-0.487962380354604	0.219527847683393	0.728682448420829
YER019C-A	0.616298733148495	0.220382706068216	0.729781668797966
YER131W	0.358172037503279	0.221484857650893	0.729781668797966
YOR370C	0.466600887148791	0.221986731431127	0.729781668797966
YGR207C	0.509595241726006	0.222270305075642	0.729781668797966
YFL045C	-0.233530066737845	0.222337234581806	0.729781668797966
YNL085W	-0.307418875354829	0.222691005526553	0.729781668797966
YKR048C	-0.309985286438622	0.223363732418729	0.729781668797966
YPL228W	0.550328597534639	0.223378561504275	0.729781668797966
YPL081W	0.249251171127121	0.223586322390657	0.729781668797966
YNL208W	-0.389288628937802	0.2237359814556	0.729781668797966
YBR122C	0.552047611916082	0.22402050400197	0.729781668797966
YMR258C	0.503242955298971	0.224589084064729	0.729781668797966
YMR219W	0.471942815850573	0.224842520792304	0.729781668797966
YLR258W	0.448658279988557	0.225053522462947	0.729781668797966
YJR094W-A	0.211921128400074	0.225112134379774	0.729781668797966
YPR148C	0.367890907214855	0.225229544792909	0.729781668797966
YKL065C	-0.483441397622564	0.225547552673597	0.729781668797966
YFR040W	0.506860130317996	0.225763017949953	0.729781668797966
SCR1	0.277189621965146	0.226261127621875	0.729781668797966
YER070W	-0.226423231434059	0.226712818474778	0.729781668797966
YER052C	-0.439794086713533	0.226895608390737	0.729781668797966
YLR264W	-0.186258910313989	0.226940335270301	0.729781668797966
YOL129W	0.474075272947206	0.227060349823954	0.729781668797966
YJL035C	-0.639723158088817	0.2274065548755	0.729781668797966
YJL204C	0.682588840398617	0.227607526719404	0.729781668797966
YLL051C	-0.640606546879712	0.228030620438085	0.729781668797966
YDR354W	-0.406192996250687	0.228103202572179	0.729781668797966
YPL221W	-0.413543321715337	0.22837148426928	0.729781668797966
YNR031C	-0.368087118184462	0.228998387191915	0.729781668797966
YML016C	0.503761488823025	0.229292480897963	0.729781668797966
YDL131W	0.371775905242646	0.229392151576342	0.729781668797966
YJL111W	-0.224732576926772	0.229632925040727	0.729781668797966
YCR023C	-0.64360377009871	0.230024991696405	0.729781668797966
YIR006C	0.395665468798155	0.230049005812641	0.729781668797966
YDL073W	-0.486493138508946	0.230205243389705	0.729781668797966
YBR053C	-0.39140404977695	0.230426724489986	0.729781668797966
YHL030W	0.297858109334792	0.230881564439858	0.729781668797966
YKL164C	0.325717249158312	0.231113508845965	0.729781668797966
YPR115W	-0.547709467974876	0.231126419255096	0.729781668797966
YML063W	0.141868806813142	0.232253786059631	0.732425797236738
YNL075W	0.50310151824794	0.232630876327424	0.732700241400339
YBL009W	-0.639502025747425	0.233293491154696	0.733872177654747
YGR281W	0.438135337460026	0.234419062822891	0.735567661069867
YCL040W	0.266104839359698	0.235001083418507	0.735567661069867
YHR158C	-0.487712098006495	0.23501478193487	0.735567661069867
YMR305C	0.234482913445188	0.235270569559269	0.735567661069867
YMR037C	0.787777589780874	0.235296514058936	0.735567661069867
YML004C	-0.390526179096256	0.235579666589676	0.735567661069867
YBL047C	-0.30600739073779	0.236374908752361	0.737139530257362
YNL239W	-0.305607815457189	0.236988495728182	0.738141726522057
YJL098W	0.341171456510027	0.237331305746226	0.738299111225329
YDR361C	0.401189993776772	0.238667236037179	0.740815383200106
YKR003W	0.549283815771962	0.239298632117065	0.740815383200106
YDL004W	0.55352808041129	0.239540200107907	0.740815383200106
YOR251C	-0.556390753621717	0.239750782590317	0.740815383200106
YCR053W	-0.192294291210676	0.239933333259387	0.740815383200106
YNL084C	-0.383387275994623	0.240278190635478	0.740815383200106
YLR188W	-0.351831156762851	0.240886817441268	0.740815383200106
YBR139W	0.505533081216558	0.241050606683087	0.740815383200106
YDL164C	-0.363027974333114	0.241243504076176	0.740815383200106
YBL082C	-0.484861441516427	0.241431951700158	0.740815383200106
YJR073C	-0.551984675367096	0.241970107587565	0.740815383200106
YMR152W	0.559393048370948	0.242655531033765	0.740815383200106
YDR497C	-0.203168190905387	0.243091449961365	0.740815383200106
YKL135C	0.504428376708841	0.243175626135842	0.740815383200106
YAL043C	0.706696022645615	0.243490358727024	0.740815383200106
YHR023W	0.266582535975138	0.243770625612686	0.740815383200106
YPR161C	0.624391000805762	0.243941486754699	0.740815383200106
YDR379W	-0.65539437519508	0.243976110389288	0.740815383200106
YGR007W	-0.65539437519508	0.243976110389288	0.740815383200106
YDR190C	0.33853351464014	0.244240811088972	0.740815383200106
YDL031W	0.340524721986573	0.244298976328459	0.740815383200106
YMR211W	0.708279554631611	0.244696752927398	0.740862150564342
YGL164C	0.826109317935094	0.24492862931337	0.740862150564342
YKR074W	-0.363553658733141	0.245194282609576	0.740862150564342
YKL014C	-0.347362586750921	0.245809375792716	0.741833313324255
YOR216C	0.375385610607016	0.246780641186304	0.742040007469476
YFR051C	0.464712519773149	0.247077183045555	0.742040007469476
YML088W	0.619962850874419	0.247233252435626	0.742040007469476
YBR227C	0.617177889734471	0.247462632193675	0.742040007469476
YKR024C	0.386111186477888	0.247768688176159	0.742040007469476
YKR054C	0.397443509259842	0.247946524404872	0.742040007469476
YML109W	0.701006497653535	0.249066901819975	0.742040007469476
YIL105C	-0.486452937853104	0.249068950629663	0.742040007469476
YOL005C	0.438694621112734	0.249118972206093	0.742040007469476
YHR066W	0.365713333134641	0.249221663131578	0.742040007469476
YOR260W	-0.355556439392162	0.250414579188654	0.742040007469476
YOR232W	-0.265738349545584	0.250435349903901	0.742040007469476
YLL015W	0.361389066757897	0.250633252247188	0.742040007469476
YGR260W	0.282651252326368	0.250883748388161	0.742040007469476
YCR028C-A	0.440152919637026	0.251009431132164	0.742040007469476
YML022W	-0.412558037271271	0.251055836382282	0.742040007469476
YDR328C	0.307703284432272	0.251166307493331	0.742040007469476
YER017C	-0.629325467806549	0.251423796841977	0.742040007469476
YBL064C	0.508150697936648	0.251459321612776	0.742040007469476
YPL244C	-0.487385348037351	0.252821109735156	0.744071385816413
YER168C	0.503600907646763	0.252866447346736	0.744071385816413
YDR368W	-0.345318556519903	0.253031401589984	0.744071385816413
YIL069C	0.284946120207193	0.253429939900644	0.744376776963986
YFL007W	0.209316594339088	0.254349586398726	0.745385595534377
YDR365C	0.304322729130253	0.25449323951835	0.745385595534377
YMR027W	0.375282293321029	0.25465865754005	0.745385595534377
YJR139C	-0.187031241169446	0.255792340042216	0.747809049886149
YNL288W	-0.484582744035318	0.256751276299619	0.747809049886149
YKR042W	-0.167921765172151	0.257171688025616	0.747809049886149
YJL033W	0.365594777478941	0.257806866065438	0.747809049886149
YDR312W	-0.431055139489027	0.257906111103292	0.747809049886149
YBR263W	-0.247526284362699	0.258335239435632	0.747809049886149
YPR106W	-0.803352790007903	0.258928742521377	0.747809049886149
YGR191W	-0.400501806889669	0.259450955050828	0.747809049886149
YHR050W	-0.40208883373726	0.259450955072719	0.747809049886149
YDL205C	-0.3982195785236	0.259607717950131	0.747809049886149
YKL141W	0.561175844242756	0.259638600938912	0.747809049886149
YOR330C	-0.433347809942562	0.259653605922747	0.747809049886149
snR61	0.343901575611671	0.259877957969572	0.747809049886149
YPL004C	-0.244357497244806	0.259938713492528	0.747809049886149
YMR289W	-0.561809889169648	0.260059758919233	0.747809049886149
YJL044C	0.408956741243707	0.260503657618982	0.747809049886149
YPR171W	-0.554428176734496	0.260616538489816	0.747809049886149
YGL012W	0.284472079636269	0.260950818936397	0.747809049886149
YPL211W	0.411134308336741	0.261219319441934	0.747809049886149
YMR304W	-0.37747286938288	0.261407518230194	0.747809049886149
YIL118W	-0.396579722230794	0.262176758176935	0.748436237156002
YDL081C	-0.140644440572325	0.262656645069479	0.748436237156002
snR30	-0.560374309415069	0.26330169582027	0.748436237156002
YMR102C	0.505845267589033	0.263538381814371	0.748436237156002
YHR113W	0.441086068850117	0.263698024778972	0.748436237156002
YBR272C	0.469824369300549	0.264008104580359	0.748436237156002
YJR057W	0.362612949161833	0.264476744527687	0.748436237156002
YNL281W	0.291289285122664	0.264533204765972	0.748436237156002
YBL067C	-0.435848492816334	0.264994364006075	0.748436237156002
YGR038W	-0.434146009043555	0.26523068394657	0.748436237156002
YKR036C	0.55929797578719	0.265700929147456	0.748436237156002
YNL257C	-0.362338924775445	0.265783916449172	0.748436237156002
YKR079C	0.467679302917642	0.266007450055683	0.748436237156002
YJR072C	-0.338403568040121	0.266278507436945	0.748436237156002
YDR052C	0.435109978777261	0.266582742366502	0.748436237156002
