group	names	scores	logfoldchanges	pvals	pvals_adj
15	LINC01322	13.900465	5.4238544	6.29314243827313e-44	5.234893326891701e-41
15	NOVA1	13.895191	3.8456438	6.774214155094735e-44	5.509844717569387e-41
15	SDK1	13.848399	3.9005027	1.3007811135579395e-43	1.034997598637699e-40
15	SPOCK3	13.775718	4.256603	3.5681719438697303e-43	2.778694921650553e-40
15	ADAM23	13.718407	3.5042148	7.87773427737166e-43	6.006936505960003e-40
15	GRM5	13.671779	3.9878526	1.4969125922014607e-42	1.11813260790134e-39
15	AGAP1	13.638544	1.7254655	2.3622824384477198e-42	1.7292379905925e-39
15	RORA	13.455234	2.2365737	2.868332712679989e-41	2.0585067768000055e-38
16	ZNF804A	15.222231	6.976292	2.5179567469224384e-52	9.215973489410818e-48
16	RBFOX1	15.113919	8.218987	1.3110481147297235e-51	2.3992836023611306e-47
16	PHACTR1	14.820358	5.317559	1.0820512522294394e-49	1.0408445788088312e-45
16	GRIK2	14.817001	6.947512	1.1375039794637646e-49	1.0408445788088312e-45
16	CNTNAP2	14.766874	6.7397275	2.395688622015539e-49	1.7536919850878148e-45
16	GRIA4	14.582834	5.3913	3.6120266044111194e-48	2.2033964291341897e-44
16	MAGI2	14.444792	2.9874258	2.7037185451671904e-47	1.4136971781666333e-43
16	DPP6	14.130836	5.612621	2.4521898446205672e-45	1.1219075062869673e-41
16	ANKS1B	14.091972	4.963315	4.2550898692832274e-45	1.7304504922848378e-41
16	ADGRB3	14.01235	5.101338	1.309974637599689e-44	4.794638171078622e-41
16	CDK14	13.928699	4.6600857	4.240109209538177e-44	1.4108385198027893e-40
16	PLCL1	13.91829	6.1913633	4.904960012177482e-44	1.4960536783809003e-40
16	NFIA	13.8951235	5.6347265	6.78060486385167e-44	1.9090532201679614e-40
16	SYNDIG1	13.805496	7.621611	2.3614066456976433e-43	6.17356033136996e-40
16	CDH7	13.736685	7.0692363	6.121518467003727e-43	1.493691316072023e-39
16	STXBP5-AS1	13.706703	6.188174	9.25699269981494e-43	2.1175949362870417e-39
16	SDK1	13.692568	5.4142528	1.1246353331417572e-42	2.4213398722542033e-39
16	AC073050.1	13.623991	5.248154	2.883664371966512e-42	5.863611093241461e-39
16	CNTN4	13.498942	4.9316893	1.5863685121566936e-41	3.055930205970902e-38
16	STXBP5	13.474164	3.4767618	2.2198432096772739e-41	4.0624240658698955e-38
16	RGS7	13.444585	4.666517	3.312587574715454e-41	5.773524658198111e-38
16	PAK5	13.425632	5.8021812	4.279172354210362e-41	7.119181242566066e-38
16	TMTC2	13.415174	4.66966	4.927777253125993e-41	7.698806913923205e-38
16	ST6GALNAC5	13.412723	5.3634496	5.09340069860056e-41	7.698806913923205e-38
16	LHFPL6	13.410356	5.9965043	5.258604214313273e-41	7.698806913923205e-38
16	SNHG14	13.405101	2.9569604	5.644622908263361e-41	7.946109348667202e-38
16	HSPA12A	13.399393	4.635186	6.095925794693687e-41	8.263591852280875e-38
16	KCNMA1	13.339345	4.3344393	1.3665464010848475e-40	1.7863201723609464e-37
16	MEG3	13.066165	4.65637	5.1392040230230566e-39	6.486207118850582e-36
16	DAB1	12.976218	4.4304004	1.669215538838255e-38	2.0364985979006322e-35
16	AFF3	12.964786	4.4049253	1.93770866121495e-38	2.2878088615847865e-35
16	NTRK2	12.870307	5.015387	6.613906800031782e-38	7.335624326907977e-35
16	DCLK2	12.840375	4.394876	9.740179707564246e-38	1.048530345519291e-34
16	FAM155A	12.738056	4.3460655	3.6333617196201144e-37	3.5941803324274545e-34
16	CRMP1	12.714419	4.7277846	4.917489799940456e-37	4.736448530726859e-34
16	SLC35F3	12.634528	7.4040184	1.362084983142325e-36	1.2782992940510829e-33
16	MYT1L	12.587457	4.882864	2.4752090718941705e-36	2.2096372497658178e-33
16	ANO4	12.510369	6.3849745	6.551909973229442e-36	5.576894347213275e-33
16	TLL1	12.482317	5.814415	9.323300560376087e-36	7.755502813871026e-33
16	PLCB4	12.411491	4.284154	2.2639542692172282e-35	1.8413997823915504e-32
16	ZDHHC14	12.281557	5.0927815	1.1378636159097151e-34	9.053683957806845e-32
16	SEMA3A	12.252481	3.049603	1.6293224575044867e-34	1.2688261971728025e-31
16	CALB2	12.240546	6.0222616	1.887585139848224e-34	1.4393229938246842e-31
16	CACNG3	12.226025	6.0626726	2.25716634845315e-34	1.686011133055791e-31
16	TCERG1L	12.120181	5.1590676	8.257685744647284e-34	5.8122991526891395e-31
16	RHOBTB3	12.097702	4.3523498	1.0860845368858656e-33	7.500335874445201e-31
16	SLC12A7	12.086001	7.1005006	1.2523453128862036e-33	8.48835014758295e-31
16	GRIA3	12.0313425	5.029614	2.431754080310229e-33	1.5893684123827623e-30
16	SYNPR	11.95971	5.3009367	5.776298589605537e-33	3.709093064528987e-30
16	LSAMP	11.906814	3.802413	1.0906606050559169e-32	6.882632552698554e-30
17	ERBB4	15.394469	9.652553	1.7828218917402947e-53	6.5253064059586525e-49
17	FGF14	15.016746	5.5423536	5.704051534617819e-51	1.043869951092734e-46
17	CNTNAP5	14.922675	6.568407	2.3467228280475746e-50	2.863080074312309e-46
17	KCNH7	14.652817	7.054212	1.2924423563794252e-48	1.1826170671460835e-44
17	SLIT2	14.283809	6.765053	2.7608994683210754e-46	2.0210336288003937e-42
17	EPHA3	13.786327	4.108529	3.080477826216411e-43	1.879142815289114e-39
17	THSD7A	13.692546	4.685244	1.1249673343669562e-42	5.882132772166424e-39
17	GRIK1	13.621123	6.3976283	2.999192210432199e-42	1.3721679261753615e-38
17	DSCAM	13.608636	5.8633633	3.558224252403701e-42	1.4470507318025318e-38
17	PCDH7	13.305003	6.1688166	2.1648489379361547e-40	7.923563597740121e-37
17	TENM3	13.230131	4.81547	5.878491158569473e-40	1.955987771770921e-36
17	NETO1	13.183512	5.062993	1.0918685720690761e-39	3.330290133858354e-36
17	SEMA3E	13.023014	5.5967665	9.052583502044034e-39	2.548720067371644e-35
17	MDGA2	12.899994	4.9320145	4.501303045787042e-38	1.1768013769917966e-34
17	REPS2	12.831511	5.128118	1.0921411498297287e-37	2.6648972149945265e-34
17	DGKI	12.725837	4.254995	4.248983705859133e-37	9.719815788634383e-34
17	KCNB2	12.576942	5.1042323	2.8276410313997073e-36	6.08791114060357e-33
17	PDZRN4	12.48221	5.2718525	9.335906813967394e-36	1.8983529183223366e-32
17	RORA	12.473171	2.6148994	1.0457930851594677e-35	2.0145827742064042e-32
17	FSTL5	12.448418	2.3623657	1.4264443098876645e-35	2.610464409309921e-32
17	DGKB	12.435778	4.8348126	1.671057865586349e-35	2.912494711348855e-32
17	NTNG1	12.413675	5.0311003	2.2030408730656534e-35	3.665159045230726e-32
17	ADGRB3	12.38639	4.3674445	3.096722739349634e-35	4.927962999258085e-32
17	FGF12	12.2422695	4.091004	1.8479188107891719e-34	2.818153183070603e-31
17	AL355612.1	12.182994	5.3397107	3.8296125767987683e-34	5.606705996936469e-31
17	GRIA2	12.177897	3.8702836	4.0765779056086235e-34	5.738724150891586e-31
17	GUCY1A1	12.071034	4.894974	1.5023426074659626e-33	1.9687016598129728e-30
17	DST	12.07083	3.0663264	1.5060694099823295e-33	1.9687016598129728e-30
17	GABRB3	11.974059	3.041917	4.8591867653425625e-33	6.1327963723552806e-30
17	ZNF804B	11.9099245	4.7136493	1.0507243672069698e-32	1.2819187521380767e-29
17	AL358335.2	11.906204	5.5816193	1.0986628757981687e-32	1.2971664489383474e-29
17	CA10	11.817673	4.514762	3.1632770577018453e-32	3.618096987154539e-29
17	LSAMP	11.705781	3.7192996	1.1905833484773641e-31	1.3205012465945456e-28
17	TENM2	11.649036	4.1464634	2.320681373920625e-31	2.4982134990255526e-28
17	GALNT13	11.574029	4.109198	5.579976052351534e-31	5.835220099774815e-28
17	CACNA2D1	11.473706	3.328965	1.7883181630498045e-30	1.8181731412718304e-27
17	ADAM23	11.468558	3.473654	1.897938861355596e-30	1.8774718990398966e-27
17	ESRRG	11.461033	2.8038242	2.0703185501393508e-30	1.9940981382539573e-27
17	CDH20	11.391852	4.011454	4.591261777637508e-30	4.308840315982318e-27
17	PCDH9	11.380452	4.0006757	5.232773695380293e-30	4.7881187506153536e-27
17	TANC2	11.371448	3.5972192	5.8017184940685555e-30	5.179236551253736e-27
17	PPM1L	11.30485	3.4198055	1.2416667696661321e-29	1.0820534627750024e-26
17	ADGRL3	11.244452	4.2556744	2.4662186406390087e-29	2.0992108945587992e-26
17	IQCJ-SCHIP1	11.223029	3.746282	3.1431658433248004e-29	2.614613932534796e-26
17	GRIA1	11.110542	3.999242	1.1147988705489862e-28	9.067278546880764e-26
17	PLCB4	11.087267	3.5778317	1.446388161272364e-28	1.1508533280593434e-25
17	ZFHX4	11.076072	4.396865	1.6390781840091612e-28	1.2764234172961554e-25
17	GALNTL6	11.053136	5.636916	2.116888914274342e-28	1.6141718989865665e-25
17	SLC8A1	11.034481	3.5585968	2.6054992086861097e-28	1.946201561982047e-25
17	SCN1A	11.001013	4.6910577	3.7786491044985564e-28	2.7660467174750334e-25
